content,Positive,Neutral,Negative,Sentiment
如同电影里的时代背景，,0.51120962,,0.48879038,positive
还有着时代隐喻和马来西亚种族身份的探讨，,0.41981735,,0.58018265,negative
那个时代以及她记忆的忠诚。,0.52389121,,0.47610879,positive
放在时代困境里一切都显得这么远又那么近。,0.41064495,,0.58935505,negative
而不能寓言它花费了不少精力和预算建筑的时代。,0.58648415,,0.41351585,positive
疫情时代是外患，,0.5005201,,0.4994799,positive
那个音像店播放蔡依林的时代，,0.46987331,,0.53012669,negative
那个拨号上网与周杰伦背景音网咖的时代。,0.60458998,,0.39541002,positive
女孩的青春期时代基本与我重合。,0.47719866,,0.52280134,negative
有很多标志性的时代印记👏,0.50062091,,0.49937909,positive
更让人怀念杨德昌的时代，,0.5087436,,0.4912564,positive
时代大背景，,0.51008122,,0.48991878,positive
才是我们这个时代缺少的吧，,0.48184413,,0.51815587,negative
新时代千言万语（还有甘仔）,0.686255,,0.313745,positive
也是这个时代的困境；片名《Drifting》甚好——我们能往何处飘去。,0.52269231,,0.47730769,positive
尽管是当下的时代背景，,0.50906047,,0.49093953,positive
相片和记者为了正义奋不顾身的英雄时代，,0.51902222,,0.48097778,positive
如今的电影反而只能勾勒出那个时代的某些皮毛，,0.38662405,,0.61337595,negative
面临时代淘汰的生活杂志期待关键报道能够重振，,0.44254275,,0.55745725,negative
让同处于高速发展时代的我们看看挺有意义。,0.69277951,,0.30722049,positive
"像是为这个时代属于英国女演员投下一票,",0.53959492,,0.46040508,positive
忠于原著的改编我认为应当是重现原著在当时的时代背景下给人的感觉。,0.48868099,,0.51131901,negative
但2020年代这种“尽善尽美”的摄政时代剧无异于一幅十七世纪静物画：每颗果实每只动物都意味着阶级与财富，,0.54415913,,0.45584087,positive
马卡龙调色的帝政时代。,0.48411699,,0.51588301,negative
肯定不是奥斯汀时代的审美，,0.52278248,,0.47721752,positive
奈特利的一头乱发倒有了拜伦时代的样子。,0.484311,,0.515689,negative
对时代剧服化道感兴趣可以一看，,0.68631929,,0.31368071,positive
却没有真实的反映所处时代的辉煌的变动、革命的变局，,0.46885236,,0.53114764,negative
然而最终我发现它的改编既没有太多时代精神，,0.3382863,,0.6617137,negative
200年前简奥斯汀时代的风土人情也不能直接用现在的三观来衡量。,0.46536837,,0.53463163,negative
确实很有时代的活力，,0.58505112,,0.41494888,positive
。整体虽然不如05版傲慢与偏见那样划时代。,0.43338819,,0.56661181,negative
还是大学时代的感觉带劲儿,0.50806817,,0.49193183,positive
要不就是和时代洪流搅和在一起（比如甜蜜蜜）才好看。,0.72030922,,0.27969078,positive
夸的话只能说时代感做的让人有点感触。,0.64033259,,0.35966741,positive
那我真应该把大学时代给男朋友写的情书留着，,0.47651313,,0.52348687,negative
仿佛只要植入时代背景整点复古情怀就能冠以宿命之名强行升华，,0.49860786,,0.50139214,negative
其实这个时代真正邪的恶的就是我们这些越来越没品、越来越快餐化庸俗化、越来越忽视身边人、越来越失去基本关怀的人。,0.36987691,,0.63012309,negative
战乱时代什么都好吃,0.71450356,,0.28549644,positive
太空时代，,0.50100725,,0.49899275,positive
因为那个时代是高科技的时代，,0.59196244,,0.40803756,positive
到了虚拟性爱的时代，,0.50797318,,0.49202682,positive
就是都已经都飞行器满天飞的时代，,0.52410832,,0.47589168,positive
10末日时代，,0.49424814,,0.50575186,negative
新民粹时代的团结宣言。,0.57968293,,0.42031707,positive
但放在大时代背景下，,0.50319142,,0.49680858,positive
是被时代裹挟……,0.41485389,,0.58514611,negative
但是很明显已经落后了时代。,0.38823906,,0.61176094,negative
日版杀马特《小时代》？,0.50138533,,0.49861467,positive
新时代高配版的B级片系列，,0.65741822,,0.34258178,positive
却总是忽视了角色“现代性”行动逻辑与时代的格格不入。,0.40141947,,0.59858053,negative
环绕亚瑟王的故事本就有无数种版本无数种解说这部电影找了一个配角作为切入点然而故事的涵义能应用到每个时代每个年轻（男）人。,0.5954549,,0.4045451,positive
是对后资本主义时代的讽刺与悲观预言，,0.28085341,,0.71914659,negative
在永生变的轻易的时代主动寻求死亡但其实是个骗局，,0.48877993,,0.51122007,negative
古老的噬子故事原型的科幻时代改写。,0.55421583,,0.44578417,positive
3.5赛博朋克时代的黑道新旧组长权位之争，,0.48302514,,0.51697486,negative
已经永远地定格在过去的时代了。,0.34608889,,0.65391111,negative
也会带出很多那个时代的记忆，,0.49966115,,0.50033885,negative
时代景观的还原与一些粗砺风格都让人难忘，,0.4833492,,0.5166508,negative
在这个时代看这样的电影，,0.34131417,,0.65868583,negative
没赶上黄金时代，,0.50208279,,0.49791721,positive
制作上对时代的还原太出色了，,0.5758025,,0.4241975,positive
包括被夸的美术还原时代也是，,0.57719614,,0.42280386,positive
他停不下手其实是时代剧变时个体反抗集体行为的困兽挣扎。,0.42768811,,0.57231189,negative
片中代表国家机器的警察都在抵抗时代价值的改变，,0.41326321,,0.58673679,negative
写下反抗时代和集体的命运终结。,0.42123091,,0.57876909,negative
时代感方面做了些考证，,0.50417415,,0.49582585,positive
想做纪录片的时代感，,0.5099645,,0.4900355,positive
要重塑那个时代的质感真的不容易。,0.66125882,,0.33874118,positive
至于时代进程中的监控。,0.57048974,,0.42951026,positive
而是在厘清警匪与身处时代和城市的关系。,0.4876236,,0.5123764,negative
中途出来了…找回了中学时代写作文800字编不出来的尴尬感。,0.4874508,,0.5125492,negative
更多的还是应了结尾处况天佑和雷宇扬斗法的时候那句意味深长的台词——“或许时代在变，,0.56371438,,0.43628562,positive
在我们文化不同差异跟人神共存的大时代里，,0.40420751,,0.59579249,negative
聂耳所处的时代真是民国娱乐圈大好时节，,0.53226042,,0.46773958,positive
男女主毫无时代感，,0.48068265,,0.51931735,negative
可以说是目前为止最紧跟时代热点的鲁邦SP。,0.64310793,,0.35689207,positive
多少有些落后时代了。,0.36030715,,0.63969285,negative
但是也算对科技时代有一些小的警醒，,0.44527778,,0.55472222,negative
网络大运算时代即将到来，,0.52342353,,0.47657647,positive
就是画风缺了点手绘时代的韵味，,0.66525665,,0.33474335,positive
但是剧情与时代脱节：现在的养老问题，,0.49277917,,0.50722083,negative
这是一封献给芝加哥、92年首版和现今这个时代的情书。,0.50874704,,0.49125296,positive
围绕鬼魂糖果人（来历是过去时代枉死的黑人。,0.41121499,,0.58878501,negative
也只能在这个时代获得政治正确式的好评。,0.60071978,,0.39928022,positive
所有关于同志的部分都不像在这个时代。,0.31636726,,0.68363274,negative
每一个笑点每一个节拍都是小鬼当家时代直接复制黏贴过来的，,0.54291775,,0.45708225,positive
我想在这个时代，,0.47726691,,0.52273309,negative
放在现在有点时代脱节…主题虽好但是剧本写的真是差啊…啥也不说了，,0.40100268,,0.59899732,negative
在这个极端政治正确的时代，,0.44688858,,0.55311142,negative
作为一部在新时代的背景下关于东西观念冲突的华语家庭片，,0.58735682,,0.41264318,positive
当父母落后于时代时，,0.31874912,,0.68125088,negative
可能是远古时代“大西洲”人的血型，,0.4996002,,0.5003998,negative
让人最感兴趣的穿越到前苏联时代和架空的21世纪苏联并没有如愿展示，,0.49720329,,0.50279671,negative
50年前的无差别屠杀与新移民时代的一场处决ₒ枪决蒙太奇+1,0.4189628,,0.5810372,negative
而是一个特殊时代背景下的复杂人格。,0.4879253,,0.5120747,negative
以个人的遭遇折射出时代的变迁，,0.44955269,,0.55044731,negative
也是对于当时时代的隐喻和缩影...排除掉女二父亲等工具情节，,0.52401013,,0.47598987,positive
这是时代的悲剧，,0.27181843,,0.72818157,negative
以及当下青少年丧、宅文化、偶像文化和互联网时代的特性，,0.49997419,,0.50002581,negative
还是抓住了一些情感淡漠、无缘漂浮的时代隐忧。,0.35064115,,0.64935885,negative
它带领观看者在成年状态呼出自己的童年时代，,0.51012149,,0.48987851,positive
太多亮点了总的来说就是这个时代需要这样的电影呀,0.68106282,,0.31893718,positive
在三线（雇佣军、复仇者和时代背景板俄军）并置的情形下，,0.42591647,,0.57408353,negative
在这样一个时代，,0.47401718,,0.52598282,negative
应该用小时代的调调拍。,0.53124993,,0.46875007,positive
在这个浮躁的时代里，,0.28778677,,0.71221323,negative
现在动荡不安的时代，,0.40526394,,0.59473606,negative
之前那么多剧场版里面我只喜欢看重回90时代的那部，,0.69829596,,0.30170404,positive
实则揭露朝鲜时代女性地位。,0.51267081,,0.48732919,positive
归根到底还是用领先于时代的观念谈场纯到底的恋爱，,0.58406532,,0.41593468,positive
在大男主时代也会因为身份地位而出现这样的悲剧，,0.32988301,,0.67011699,negative
@ua时代广场男主的整容脸青涩和女主的美瞳出戏了些男女主僵硬演技降智剧本展开台词生硬人物塑造围绕犯罪人格（重复好几次）好人坏人有些浅薄傻白甜围绕保险和骗保的话题也只浅尝辄止没深入挖掘冲黄秋生看提前场有些大失算了...,0.48969479,,0.51030521,negative
尤其进入网络时代k→我们所处的这个时代才是真·魔幻现实「他の誰よりも自分自身を信じ、そして疑え」你有这份觉悟嘛,0.48088597,,0.51911403,negative
连续刷完剧版和影版剧版着重于传统媒体的专业性与尊严提供了SNS时代纸媒尤其是老牌日报存在的必要性影版着重于日本阴暗的上层建筑压迫性的权力贯穿始终直接取材现实的一些题材没有展开也足够让人窒息虽然侧重不同评价也都不算顶级但很佩服日本能在不夸张的基础上拍出这样带有明显所指的影视作品我很喜欢,0.48775363,,0.51224637,negative
尤其是现在这个网络媒体纵横的时代，,0.46307281,,0.53692719,negative
真是时代的悲哀，,0.26894707,,0.73105293,negative
2019又一部涉及“后真相时代”的电影。,0.50597084,,0.49402916,positive
而未来的数据时代，,0.50044903,,0.49955097,positive
前半段就纯小时代式编剧法呗，,0.50330051,,0.49669949,positive
却还要装作自己是尖锐的时代阶级寓言。,0.44423227,,0.55576773,negative
但这种粗暴恰是时代情绪的激烈外溢。,0.46333261,,0.53666739,negative
在这个时代拍90分钟以内的长片是一种美德。,0.4382832,,0.5617168,negative
果然在这个时代出现了这种专供于无脑愤青颅内高潮的政治剥削爽片。,0.3583189,,0.6416811,negative
所谓新秩序无非就是末法时代的兵权当道，,0.45322187,,0.54677813,negative
未来的直男为了执念的爱利用了若手时代自己的纯情去抢妹子回自己的时空，,0.51470908,,0.48529092,positive
结合中世纪魔法和新科技时代的碰撞，,0.54554758,,0.45445242,positive
皮克斯果然永远不会让人失望还是最简单的家庭与成长的主题成长兄弟羁绊勇气母子但总是能够创造出不一样的感动当魔法的冒险在科技日新月异的现代式微消亡成为历史只要还有人愿意去相信那就永远会存在的那1/2的魔法也算是时代的挽歌,0.45092691,,0.54907309,negative
//话说这个时代的电影主题越来越严肃且无聊了，,0.43441761,,0.56558239,negative
继小时代后又一电影级PPT大作，,0.52829655,,0.47170345,positive
东京变成远古时代的汪洋大海，,0.44577757,,0.55422243,negative
那我觉得这和小时代的婚纱影楼画风也没多大区别啊，,0.51864616,,0.48135384,positive
宫崎骏时代过后，,0.4311084,,0.5688916,negative
新时代的纯爱？,0.59669355,,0.40330645,positive
新海诚的时代性很可以研究一下。,0.70894121,,0.29105879,positive
曾经浸泡在二次元世界中少年时代的我们，,0.5794668,,0.4205332,positive
我在唯有不抱希望的人与足够智慧的人、才是胜者的时代里苟延残喘着。,0.4530133,,0.5469867,negative
或许只有在这个时代才能显得光明正大。,0.56460584,,0.43539416,positive
这一季的剧本是真的不如魔法特时代……,0.42178141,,0.57821859,negative
随着时代的发展，,0.49817686,,0.50182314,negative
对比起同时代同题材的《燃烧女子的画像》，,0.5067923,,0.4932077,positive
性格缺陷和时代桎梏决定了她对爱情的态度。,0.52039664,,0.47960336,positive
更多地是讲了Mary这样一个女人生活在那个时代、那个世界里的状态吧：她的孤独、她的追求、她能得到和不能得到的东西。,0.39844962,,0.60155038,negative
我甚至怀疑：维多利亚时代的女性，,0.28838233,,0.71161767,negative
片末鱼龙和蛇颈龙的想象图同片中由其化石而起的关于女性与时代症结根源的精神联想在阴郁的海岸边本能构成绝佳的高概念影像，,0.50027783,,0.49972217,positive
以及当时时代女性社会的话语权。,0.47605226,,0.52394774,negative
在这个追求「永远」的时代多宝贵呀,0.6735835,,0.3264165,positive
荒井晴彦这个昭和时代的老头，,0.45350245,,0.54649755,negative
写的还是类似昭和时代的故事，,0.49361999,,0.50638001,negative
或许是思维已跟不上新时代：两人能坦诚的拥抱身体，,0.53768611,,0.46231389,positive
你说这部电影标记了时代，,0.45985635,,0.54014365,negative
可哪个时代又不一样呢，,0.33146978,,0.66853022,negative
时代的火山灰也没有真正倾覆下来。,0.42270054,,0.57729946,negative
相册里是两个从时代逼近的刀刃下逃进泡沫般苟且的小世界，,0.3694581,,0.6305419,negative
看简介想到的是王小波的黄金时代。,0.51627819,,0.48372181,positive
看这种时代剧中的背叛和使命甚至有些重复乏味，,0.27677841,,0.72322159,negative
片尾中岛美雪的《时代》真是太好听了。,0.72740083,,0.27259917,positive
结尾曲居然还是中岛阿姨的时代，,0.3419053,,0.6580947,negative
片尾曲是中岛美雪的『时代』，,0.59047824,,0.40952176,positive
中岛哲也神棍似的《来了》的时代性就更凸显出了意义。,0.55183934,,0.44816066,positive
但我觉得这次故事背后的时代记忆，,0.50483278,,0.49516722,positive
女主角通过探寻时代之殇串联两个时空，,0.49438804,,0.50561196,negative
既有时代之殇也有家族血液之痛，,0.46355779,,0.53644221,negative
传说的电话亭连接两个时代，,0.44094994,,0.55905006,negative
但或许也是在今天这样价值混乱的时代里，,0.47671684,,0.52328316,negative
又通过艺术虚构阐明了自己今天对时代、社会的见解，,0.51117808,,0.48882192,positive
都存在领先于时代的人。,0.60080057,,0.39919943,positive
背景是大航海时代闭关锁国下的儒教国家，,0.4435326,,0.5564674,negative
导致后半程的以人物关系映衬时代的格局展开得非常宏大，,0.50936706,,0.49063294,positive
开明务实是打破旧时代的束缚的钥匙，,0.31216515,,0.68783485,negative
写明德圣贤之书不如写鱼谱是时代的悲哀。,0.27453923,,0.72546077,negative
李导的史剧/时代剧真是错不了。,0.34021106,,0.65978894,negative
【자산어보2021】小国、小时代、小岛、小小渔事、小人物写一本小书，,0.54063582,,0.45936418,positive
任何时代都有理想主义，,0.49599008,,0.50400992,negative
我们不一定都要主动去让时代碾碎。,0.49105956,,0.50894044,negative
这是二人共同的时代悲剧。,0.32682797,,0.67317203,negative
则是时代巨轮的滚滚向前。,0.47474239,,0.52525761,negative
空谈玄理的朱子学跟注重实践指导和调查研究的实用科学之间的张力、以及这种博弈背后的思想史巨变的时代背景，,0.51116114,,0.48883886,positive
所谓jr.战国时代或许也没有言过其实。,0.47930753,,0.52069247,negative
整体上感觉是10时代的叙事节奏。,0.55269816,,0.44730184,positive
街机的时代，,0.49803126,,0.50196874,negative
一个游戏伟大的时代！,0.72892676,,0.27107324,positive
平成时代最后一部剧场版，,0.50883455,,0.49116545,positive
虽然罗布TV的质量在新时代里面都很水，,0.6591421,,0.3408579,positive
但这部电影在我看来这是新时代最佳的剧场版。,0.53118407,,0.46881593,positive
新时代的奥特曼剧场版是一部不如一部了，,0.53576394,,0.46423606,positive
再有就是关于时代背景刻画的问题，,0.52435558,,0.47564442,positive
还有不足之处在于基本隔绝了三年自然灾害和文革的大时代背景，,0.58232863,,0.41767137,positive
是超越时代锋芒的浪漫主义，,0.51049945,,0.48950055,positive
吴京则是新时代的人道、科学与英雄之父，,0.50298596,,0.49701404,positive
5分李仁港依旧用自己的方式演绎着历史刨除历史元素的话电影并不算很难看部分登山动作戏设计得很新颖可里面大部分演员找不到状态穿着过去的衣服说着现代人的话整体感觉很违和所以讲时代感靠的不是服化道而是演员本身,0.46563887,,0.53436113,negative
那个时代把好大喜功当成了爱国主义，,0.67195497,,0.32804503,positive
黄金时代演员的悲哀，,0.26912864,,0.73087136,negative
新时代抗日神剧？,0.47595764,,0.52404236,negative
把历史记忆与时代变迁，,0.48137527,,0.51862473,negative
在拆与建的时代夹层中见证春江水暖。,0.55770713,,0.44229287,positive
大时代背景与人物动机间关系的处理亦西化，,0.55171903,,0.44828097,positive
同样都是讲一个大家庭在时代洪流中的百相。,0.50133692,,0.49866308,positive
家族悲剧没有时代底色就是玩闹的小品。,0.26984363,,0.73015637,negative
发现那是一个时代见证者——用职业身份推着时代走，,0.49384204,,0.50615796,negative
却也在被时代推着，,0.42905565,,0.57094435,negative
时代巨变下的家族史诗。,0.47334975,,0.52665025,negative
明确表达了跟随时代向前的坚强意志力，,0.55523129,,0.44476871,positive
拼凑勾勒出时代洪流里家族的兴衰史。,0.38697048,,0.61302952,negative
为了突出编导所谓的「宏观」/「新时代」叙述，,0.49301899,,0.50698101,negative
如果「样板戏」时代的价值取向和美学观延续至今，,0.46129655,,0.53870345,negative
2.5迎合苦难和（无缘由地）讴歌时代可以说和《地久天长》如出一辙了，,0.4388796,,0.5611204,negative
跟「G20时代」杭州人的秉性还真是表里如一，,0.55334297,,0.44665703,positive
但是对这种有现实关照和时代视角的影片还是更多支持的。,0.61640609,,0.38359391,positive
虽然多了时代因素，,0.51098898,,0.48901102,positive
"为了看吴镇宇结果吴镇宇半路没掉了什么鬼,还蛮好看的,真是舍得砸钱,从缅甸拍到西班牙,斗牛都拉上街拍,但是和之前看完《僵尸》一样,有种时代末路的伤感，",0.39387535,,0.60612465,negative
还有这个时代，,0.49844616,,0.50155384,negative
世界观建构已经远远落后于时代，,0.35469322,,0.64530678,negative
时代大幸。,0.64439092,,0.35560908,positive
网络时代的制作和发行，,0.51411866,,0.48588134,positive
这就是一种对经典好莱坞电影之时代局限性的高级逆反；而当两种画幅最终交汇，,0.55058015,,0.44941985,positive
旧时代的警报始终在鸣响，,0.31308733,,0.68691267,negative
也是不禁怀疑我们最近是倒退到了冷兵器时代吗，,0.31208994,,0.68791006,negative
对这种后王朔时代痞里痞气野生人物一直没啥抵抗力，,0.405507,,0.594493,negative
）不得不承认它确实反映了某些时代特征——城市浮游、漫荡无根、无意义感、浅层符号化（如多次cue到洪尚秀）……,0.50344498,,0.49655502,positive
但野马和老炮儿的时代真的过去了，,0.47249785,,0.52750215,negative
男主是这个时代的马小军，,0.34532931,,0.65467069,negative
嘴里碎碎念洪尚秀王家卫的时代明明上个十年了，,0.45432602,,0.54567398,negative
可能时代太久代沟太深，,0.57084283,,0.42915717,positive
总是会不可避免地涌现出“非主流伤痛文学”、“响应号召逐梦新时代”的两种极端范式；但阿坤和童童的故事不是这样的，,0.39397478,,0.60602522,negative
男生们中学时代的幻想到底有多执念多好看啊。,0.55731956,,0.44268044,positive
宫本和拓马变成蛮荒时代的狩猎者，,0.44385607,,0.55614393,negative
他的成功或许证明这才是我们这个时代需要的精神，,0.69697186,,0.30302814,positive
少年尼古拉追寻的体面、富有、受尊重又仗义的黑帮时代早已逝去，,0.51741803,,0.48258197,positive
没有深入社会背景或时代背景，,0.5068253,,0.4931747,positive
主角向往的时代已经一去不返，,0.44318913,,0.55681087,negative
似乎暗示他们才是新时代的主人，,0.49862295,,0.50137705,negative
大量的手持跟拍镜头就如同躁动与不安的少年时代一样，,0.39109412,,0.60890588,negative
时代感很强，,0.6774903,,0.3225097,positive
那群少年正是我们少年时代的样子:迷茫、冲动、贪玩、渴望爱、孩子气、希望让他人害怕自己、希望能保护想保护的人等。,0.51409574,,0.48590426,positive
以及鲜明的时代特征（手机视频学习枪支使用方法，,0.60477125,,0.39522875,positive
然后时代也变了，,0.49278031,,0.50721969,negative
新时代黑帮，,0.50749405,,0.49250595,positive
真是数字时代的孩子呀，,0.41180847,,0.58819153,negative
相比之下我的少年时代仿佛被狗吃了,0.38891405,,0.61108595,negative
女主眉宇间真的超像迷失东京时代的寡姐,0.46517519,,0.53482481,negative
新时代的男性真的成长了这么多嘛还真是蛮乐观的,0.66564945,,0.33435055,positive
“战争遗孤”没太能跟这个时代发生关系，,0.30659987,,0.69340013,negative
就像是时代里的一个褶皱被展开，,0.41748218,,0.58251782,negative
是一个时代造就的悲剧，,0.27460858,,0.72539142,negative
这是战时极端保守意识在战后时代的延续。,0.41681894,,0.58318106,negative
去讨论不健康的父母关系对亲子关系的影响；同时涉及了不同时代不同人的婚恋观，,0.45866315,,0.54133685,negative
学生时代曾经拥有的秘而不宣的柔情时刻，,0.58257492,,0.41742508,positive
原以为探讨的是在特殊时代下禁忌之恋的家庭伦理剧，,0.38955629,,0.61044371,negative
时代和社会环境下造就的悲剧。,0.29973279,,0.70026721,negative
如果用《小时代》风格来拍对话戏可能会加一星。,0.49930161,,0.50069839,negative
她镜头里的女性除了少女时代的T刘媛媛还有些可爱外，,0.55834445,,0.44165555,positive
信息时代啦，,0.5136259,,0.4863741,positive
大时代背景下自我认同所造成的家庭悲剧这个议题本身是有趣的，,0.34952685,,0.65047315,negative
经历自身困扰、家庭丑闻、时代变迁和深思熟虑，,0.42980032,,0.57019968,negative
仿佛看了一场时代挽歌和女性悲歌，,0.314573,,0.685427,negative
依靠符号堆砌的时代感也不太有说服力。,0.42506173,,0.57493827,negative
三个时间段的时代感还原和层次性表达也看得出十分用心，,0.63080111,,0.36919889,positive
水晶湖与榆树街的阴影开创一个跨越时代的“噩梦”，,0.49853478,,0.50146522,negative
这是被黄金时代slasher所抛弃的，,0.34857259,,0.65142741,negative
这个故事相对第一部的新时代，,0.51331004,,0.48668996,positive
也是个展现时代变迁的处理了。,0.55767309,,0.44232691,positive
在时代背景下的悲惨命运，,0.33175477,,0.66824523,negative
但也比第一部的同时代下要好很多，,0.65198994,,0.34801006,positive
然而似有似无的时代剧对白啦傻了吧唧的镇民愚昧啦比现代剧更令人尴尬，,0.46536483,,0.53463517,negative
唯我新时代电影人最正确,0.67146676,,0.32853324,positive
更是非常巧妙地融合了青春和时代元素，,0.60928824,,0.39071176,positive
有反转、有历史怀旧、有旧时代和新时代的对照，,0.43655731,,0.56344269,negative
在我看来无非就是个在电影的末法时代玩弄诡叙的工匠罢了。,0.31514384,,0.68485616,negative
时代的隐喻：倒车。,0.4913478,,0.5086522,negative
还是男性凝视像僵尸一样穿越时代。,0.48140513,,0.51859487,negative
而各自的不同结局是时代的进步下对性别命运的反抗与改写。,0.49887265,,0.50112735,negative
伦敦《小时代4》。,0.50129357,,0.49870643,positive
这就已经预示了对浮华时代的解构性：铅黄电影是对女性的剥削，,0.48196961,,0.51803039,negative
那个时代的歌舞片又何尝不是呢？,0.55346102,,0.44653898,positive
精彩绝伦——不是指它考究的服饰和旧时代氛围，,0.45154439,,0.54845561,negative
从未真正融入六十年代的SOHO区（纸醉金迷质感的失效）与其说是复古怀旧倒不如称之为时代倒退。,0.49487314,,0.50512686,negative
电影完成了一次穿梭在时代间的光影转换。,0.43038151,,0.56961849,negative
其实电影发展到如今这个时代，,0.47857721,,0.52142279,negative
在这个任何主题都难以立足于的时代，,0.44735986,,0.55264014,negative
当男性凝视的幽魂从另一个时代涌来，,0.38627874,,0.61372126,negative
女性的相互拯救剧情俗套但是转场惊艳这个故事其实换成现代少女梦回大上海一点违和都没有你以为民国是一个浪漫的时代，,0.49232747,,0.50767253,negative
今夜我们都是互联网时代信息交汇点上的狂欢客，,0.53097875,,0.46902125,positive
新时代终究是来了,0.49510217,,0.50489783,negative
一罐啤酒致敬2000-2010的互联网时代。,0.50147726,,0.49852274,positive
平权时代下的怪兽B级片，,0.39232715,,0.60767285,negative
前半个小时让我以为这只是一部metoo时代的女权爽片，,0.53954986,,0.46045014,positive
学生时代发生的悲剧，,0.29050298,,0.70949702,negative
新时代复仇电影「前程似锦的女孩」其实没有什么革新之处，,0.49634705,,0.50365295,negative
意外非常搭（当然音乐和故事时代的搭配也是很有讲究啦），,0.7161868,,0.2838132,positive
6.1管弦乐团像是默片时代的现场配乐，,0.52821094,,0.47178906,positive
太不符合时代设定，,0.27957917,,0.72042083,negative
这种时代局限性非常大的故事，,0.45817825,,0.54182175,negative
而是他们生错了国家和时代。,0.40571291,,0.59428709,negative
但是在一个同性面临生命威胁的时代，,0.35067293,,0.64932707,negative
路易莎、Roman还有serger都是那个时代背景下千万个悲剧中的一个。,0.39782215,,0.60217785,negative
想说是时代的悲剧吧。,0.27474985,,0.72525015,negative
时代背景固然宏大到无情，,0.4293886,,0.5706114,negative
制度和时代背景下的禁忌之恋，,0.50439557,,0.49560443,positive
我们每个人在历史的长河和时代的洪流中真是渺小又无力，,0.34261929,,0.65738071,negative
一个英国演员操着一口俄式英语出现在苏联背景下的爱沙尼亚军营里本身就是一个十分魔幻的安排更让人脑壳痛的是全员都一口俄国腔没人讲母语的结果就是整部片从头到尾都端着浮着怎么看都像在演而不真实而剧情本身又是讲了一出叙事背景宏大的流水账本身大时代小人物的故事就不好讲这里更是喜欢突出宏大悲壮怀旧的背景反而把人物塑造成了剪贴画一样的平面感实在是可惜了这么精良的服化道,0.43355452,,0.56644548,negative
苏联时代的制服都有一种冰冷禁欲的美感，,0.43580335,,0.56419665,negative
又是一个特殊时代下的同志爱情悲剧故事，,0.39041072,,0.60958928,negative
除了颜值和前苏联时代氛围，,0.47247213,,0.52752787,negative
在那样的时代背景下，,0.49006847,,0.50993153,negative
如果对人物的心理转折和时代背景结合更深入一点就好了，,0.51041295,,0.48958705,positive
不然不了解时代背景就会觉得角色行为有些莫名其妙。,0.38097086,,0.61902914,negative
时代的悲剧，,0.27011701,,0.72988299,negative
怎么说呢这个故事应该有更好的讲述模式利用战争的残酷的时代背景讲出两人的禁忌和阻碍分离后隐忍的思念和动摇但电影里没有展开这些细节沦为了精美的平庸故事有点可惜,0.39503184,,0.60496816,negative
两个人存在的时代，,0.5048848,,0.4951152,positive
在那个时代和环境中相爱真是太难了……,0.6616431,,0.3383569,positive
在那个背景时代下，,0.45974839,,0.54025161,negative
毕竟在流媒体时代，,0.50385261,,0.49614739,positive
时代困境下的女性遭遇，,0.4947607,,0.5052393,negative
每次大时代逼人做鬼在现实的阻挠下有情人不成眷属甚至阴阳相隔这种剧情我真的很难再承受了🤧塔莉，,0.28449546,,0.71550454,negative
具象化了整个时代的悲剧。,0.31192865,,0.68807135,negative
16毫米胶片见证了美国清教徒时代的凄美爱情，,0.52375821,,0.47624179,positive
这难道不是时代赋予女人的悲剧吗？,0.28337466,,0.71662534,negative
8.4处于旧时代依靠交易方式联结的婚姻，,0.46005962,,0.53994038,negative
当然无法把过于现代的情爱观完全没有距离地就代入到时代背景中，,0.45346558,,0.54653442,negative
可惜的是在一个孤独的时代，,0.2745026,,0.7254974,negative
带着旧时代的声音，,0.32234349,,0.67765651,negative
却没有带着旧时代的情绪。,0.41625964,,0.58374036,negative
压抑时代的爱情，,0.48231863,,0.51768137,negative
在那个女性身体不由自己做主的时代，,0.4993632,,0.5006368,negative
可是破灭的爱情终究是无法控制地嫁给了时代，,0.30978873,,0.69021127,negative
似乎就辜负了这个伟大的时代。,0.58134512,,0.41865488,positive
更多是偏向于展示女性在当时时代背景下的压迫。,0.49601432,,0.50398568,negative
可能是故事时代设定决定的。,0.50539225,,0.49460775,positive
也同VanessaKirby片中略有奇怪的反时代造型但莫大吸引力一样，,0.48358345,,0.51641655,negative
就像那个时代的中国，,0.37893837,,0.62106163,negative
为什么时代姬片一定要拍成这种调调呢？,0.44120482,,0.55879518,negative
没有大时代背景下的大空全，,0.50694565,,0.49305435,positive
大时代背景下，,0.49912014,,0.50087986,negative
还是一个时代。,0.45514384,,0.54485616,negative
是时代的裹挟，,0.46824303,,0.53175697,negative
珍惜和平时代，,0.50040831,,0.49959169,positive
大时代的辉煌里堆着一个个生命。,0.64550504,,0.35449496,positive
PS钟楚曦太不像时代曲歌星了，,0.49640799,,0.50359201,negative
从一场逃亡和营救既关注那个走向光明的时代，,0.52772676,,0.47227324,positive
说西班牙银行是最安全的地方可都是70年代建的了还跟得上时代吗？,0.60100041,,0.39899959,positive
/运用了英国皇家海盗作背景对于本大航海时代迷来说算是加分点了。,0.61973401,,0.38026599,positive
毕竟人对时代的选择无能为力。,0.41876414,,0.58123586,negative
对时代和政治上的及时回响，,0.51651635,,0.48348365,positive
